Filename,Mean_F0_(Hz),experiment
p_06-20240604-1115-02.wav,239.23,vowels_only
p_06-20240604-1115-03.wav,94.47,vowels_only
p_06-20240604-1115-04.wav,113.19,vowels_only
p_06-20240604-1115-05.wav,93.18,vowels_only
p_06-20240604-1115-06.wav,96.93,vowels_only
p_06-20240604-1115-07.wav,154.02,vowels_only
p_06-20240604-1115-08.wav,119.82,vowels_only
p_06-20240604-1115-09.wav,222.67,vowels_only
p_06-20240604-1115-10.wav,227.18,vowels_only
p_06-20240604-1115-11.wav,182.67,vowels_only
p_06-20240604-1115-12.wav,93.48,vowels_only
p_06-20240604-1115-13.wav,274.88,vowels_only
p_06-20240604-1115-14.wav,136.25,vowels_only
p_06-20240604-1115-15.wav,102.22,vowels_only
p_06-20240604-1115-16.wav,154.35,vowels_only
p_06-20240604-1115-17.wav,103.93,vowels_only
p_06-20240604-1115-18.wav,115.17,vowels_only
p_06-20240604-1115-19.wav,275.77,vowels_only
p_06-20240604-1115-20.wav,138.3,vowels_only
p_06-20240604-1115-21.wav,100.64,vowels_only
p_06-20240604-1115-22.wav,113.13,vowels_only
p_06-20240604-1115-23.wav,96.29,vowels_only
p_06-20240604-1115-24.wav,124.93,vowels_only
p_06-20240604-1115-25.wav,193.61,vowels_only
p_06-20240604-1115-26.wav,177.88,vowels_only
p_06-20240604-1115-27.wav,98.19,vowels_only
p_06-20240604-1115-28.wav,99.29,vowels_only
p_06-20240604-1115-29.wav,150.88,vowels_only
p_06-20240604-1115-30.wav,199.45,vowels_only
p_06-20240604-1115-31.wav,150.84,vowels_only
p_06-20240604-1115-32.wav,118.23,vowels_only
p_06-20240604-1115-33.wav,132.87,vowels_only
p_06-20240604-1115-34.wav,189.89,vowels_only
p_06-20240604-1115-35.wav,134.11,vowels_only
p_06-20240604-1115-36.wav,98.68,vowels_only
p_06-20240604-1115-37.wav,92.57,vowels_only
p_06-20240604-1115-38.wav,151.65,vowels_only
p_06-20240604-1115-39.wav,106.49,vowels_only
p_06-20240604-1115-40.wav,106.21,vowels_only
p_06-20240604-1115-41.wav,105.38,vowels_only
p_06-20240604-1115-42.wav,227.58,vowels_only
p_06-20240604-1115-43.wav,102.83,vowels_only
p_06-20240604-1115-44.wav,136.36,vowels_only
p_06-20240604-1115-45.wav,107.27,vowels_only
p_06-20240604-1115-46.wav,101.62,vowels_only
p_06-20240604-1115-47.wav,119.57,vowels_only
p_06-20240604-1115-48.wav,141.59,vowels_only
p_06-20240604-1115-49.wav,115.9,vowels_only
p_06-20240604-1115-50.wav,120.77,vowels_only
p_06-20240604-1115-51.wav,207.02,vowels_only
p_06-20240604-1115-52.wav,102.61,vowels_only
p_06-20240604-1115-53.wav,208.15,vowels_only
p_06-20240604-1115-54.wav,148.41,vowels_only
p_06-20240604-1115-55.wav,101.37,vowels_only
p_06-20240604-1115-56.wav,104.37,vowels_only
p_06-20240604-1115-57.wav,100.89,vowels_only
p_06-20240604-1115-58.wav,103.33,vowels_only
p_06-20240604-1115-59.wav,102.73,vowels_only
p_06-20240604-1115-60.wav,164.17,vowels_only
p_06-20240604-1115-61.wav,125.77,vowels_only
p_06-20240604-1115-62.wav,110.08,vowels_only
p_06-20240604-1115-63.wav,109.31,vowels_only
p_06-20240604-1115-64.wav,127.12,vowels_only
p_06-20240604-1125-01.wav,88.97,vowel_and_t
p_06-20240604-1125-02.wav,122.92,vowel_and_t
p_06-20240604-1125-03.wav,137.16,vowel_and_t
p_06-20240604-1125-04.wav,111.88,vowel_and_t
p_06-20240604-1125-05.wav,118.62,vowel_and_t
p_06-20240604-1125-06.wav,88.1,vowel_and_t
p_06-20240604-1125-07.wav,159,vowel_and_t
p_06-20240604-1125-08.wav,210.26,vowel_and_t
p_06-20240604-1125-09.wav,242.52,vowel_and_t
p_06-20240604-1125-10.wav,129.49,vowel_and_t
p_06-20240604-1125-11.wav,86.64,vowel_and_t
p_06-20240604-1125-12.wav,85.86,vowel_and_t
p_06-20240604-1125-13.wav,87.56,vowel_and_t
p_06-20240604-1125-14.wav,138.23,vowel_and_t
p_06-20240604-1125-15.wav,246.3,vowel_and_t
p_06-20240604-1125-16.wav,224.09,vowel_and_t
p_06-20240604-1125-17.wav,89.27,vowel_and_t
p_06-20240604-1125-18.wav,116.14,vowel_and_t
p_06-20240604-1125-19.wav,86.11,vowel_and_t
p_06-20240604-1125-20.wav,99.23,vowel_and_t
p_06-20240604-1125-21.wav,101.31,vowel_and_t
p_06-20240604-1125-22.wav,91.18,vowel_and_t
p_06-20240604-1125-23.wav,100.7,vowel_and_t
p_06-20240604-1125-24.wav,90.81,vowel_and_t
p_06-20240604-1125-25.wav,140.95,vowel_and_t
p_06-20240604-1125-26.wav,116.03,vowel_and_t
p_06-20240604-1125-27.wav,142.72,vowel_and_t
p_06-20240604-1125-28.wav,93.35,vowel_and_t
p_06-20240604-1125-29.wav,95.75,vowel_and_t
p_06-20240604-1125-30.wav,96.76,vowel_and_t
p_06-20240604-1125-31.wav,102.89,vowel_and_t
p_06-20240604-1125-32.wav,92.27,vowel_and_t
p_06-20240604-1125-33.wav,108.49,vowel_and_t
p_06-20240604-1125-34.wav,93.91,vowel_and_t
p_06-20240604-1125-35.wav,103.83,vowel_and_t
p_06-20240604-1125-36.wav,94.23,vowel_and_t
p_06-20240604-1125-37.wav,136.87,vowel_and_t
p_06-20240604-1125-38.wav,172.07,vowel_and_t
p_06-20240604-1125-39.wav,119.41,vowel_and_t
p_06-20240604-1125-40.wav,93.46,vowel_and_t
p_06-20240604-1125-41.wav,91.53,vowel_and_t
p_06-20240604-1125-42.wav,90.17,vowel_and_t
p_06-20240604-1125-43.wav,102.26,vowel_and_t
p_06-20240604-1125-44.wav,109.91,vowel_and_t
p_06-20240604-1125-45.wav,91,vowel_and_t
p_06-20240604-1125-46.wav,90.5,vowel_and_t
p_06-20240604-1125-47.wav,92.86,vowel_and_t
p_06-20240604-1125-48.wav,87.84,vowel_and_t
p_06-20240604-1125-49.wav,95.87,vowel_and_t
p_06-20240604-1125-50.wav,153.55,vowel_and_t
p_06-20240604-1125-51.wav,113.32,vowel_and_t
p_06-20240604-1125-52.wav,102.14,vowel_and_t
p_06-20240604-1125-53.wav,120.56,vowel_and_t
p_06-20240604-1125-54.wav,181.98,vowel_and_t
p_06-20240604-1125-55.wav,144.27,vowel_and_t
p_06-20240604-1125-56.wav,105.37,vowel_and_t
p_06-20240604-1125-57.wav,98.78,vowel_and_t
p_06-20240604-1125-58.wav,108.33,vowel_and_t
p_06-20240604-1125-59.wav,93.2,vowel_and_t
p_06-20240604-1125-60.wav,100.63,vowel_and_t
p_06-20240604-1125-61.wav,120.59,vowel_and_t
p_06-20240604-1125-62.wav,135.25,vowel_and_t
p_06-20240604-1125-63.wav,132.54,vowel_and_t
p_06-20240604-1125-64.wav,120.32,vowel_and_t
p_06-20240604-1125-65.wav,99.65,vowel_and_t
p_06-20240604-1125-66.wav,130.82,vowel_and_t
p_06-20240604-1125-67.wav,99.32,vowel_and_t
p_06-20240604-1125-68.wav,97.49,vowel_and_t
p_06-20240604-1125-69.wav,97.35,vowel_and_t
p_06-20240604-1125-70.wav,98.59,vowel_and_t
p_06-20240604-1125-71.wav,128.55,vowel_and_t
p_06-20240604-1125-72.wav,96.95,vowel_and_t
p_06-20240604-1125-73.wav,104.71,vowel_and_t
p_06-20240604-1125-74.wav,108.67,vowel_and_t
p_06-20240604-1125-75.wav,95.2,vowel_and_t
p_06-20240604-1125-76.wav,107.77,vowel_and_t
p_06-20240604-1125-77.wav,92.19,vowel_and_t
p_06-20240604-1125-78.wav,133.82,vowel_and_t
p_06-20240604-1125-79.wav,95.3,vowel_and_t
p_06-20240604-1125-80.wav,105.17,vowel_and_t
p_06-20240604-1125-81.wav,130.29,vowel_and_t
p_06-20240604-1125-82.wav,113.51,vowel_and_t
p_06-20240604-1125-83.wav,132.14,vowel_and_t
p_06-20240604-1125-84.wav,89.51,vowel_and_t
p_06-20240604-1125-85.wav,146.84,vowel_and_t
p_06-20240604-1125-86.wav,104.62,vowel_and_t
p_06-20240604-1125-87.wav,97.33,vowel_and_t
p_06-20240604-1125-88.wav,106.39,vowel_and_t
p_06-20240604-1125-89.wav,96.09,vowel_and_t
p_06-20240604-1125-90.wav,103.49,vowel_and_t
p_06-20240604-1125-91.wav,161.8,vowel_and_t
p_07-20240606-1014-01.wav,122.35,vowels_only
p_07-20240606-1014-02.wav,305.72,vowels_only
p_07-20240606-1014-03.wav,127.03,vowels_only
p_07-20240606-1014-04.wav,137.07,vowels_only
p_07-20240606-1014-05.wav,163.88,vowels_only
p_07-20240606-1014-06.wav,220.57,vowels_only
p_07-20240606-1014-07.wav,108.65,vowels_only
p_07-20240606-1014-08.wav,197.24,vowels_only
p_07-20240606-1014-09.wav,145.15,vowels_only
p_07-20240606-1014-10.wav,98.77,vowels_only
p_07-20240606-1014-11.wav,195.01,vowels_only
p_07-20240606-1014-12.wav,141.21,vowels_only
p_07-20240606-1014-13.wav,118.14,vowels_only
p_07-20240606-1014-14.wav,105.13,vowels_only
p_07-20240606-1014-15.wav,320.71,vowels_only
p_07-20240606-1014-16.wav,171.54,vowels_only
p_07-20240606-1014-17.wav,254.01,vowels_only
p_07-20240606-1014-18.wav,157.62,vowels_only
p_07-20240606-1014-19.wav,193.63,vowels_only
p_07-20240606-1014-20.wav,105.28,vowels_only
p_07-20240606-1014-21.wav,128.38,vowels_only
p_07-20240606-1014-22.wav,216.11,vowels_only
p_07-20240606-1014-23.wav,129.83,vowels_only
p_07-20240606-1014-24.wav,93.37,vowels_only
p_07-20240606-1014-25.wav,101.5,vowels_only
p_07-20240606-1014-26.wav,97.23,vowels_only
p_07-20240606-1014-27.wav,99.43,vowels_only
p_07-20240606-1014-28.wav,88.81,vowels_only
p_07-20240606-1014-29.wav,441.63,vowels_only
p_07-20240606-1014-30.wav,126.44,vowels_only
p_07-20240606-1014-31.wav,102.91,vowels_only
p_07-20240606-1014-32.wav,96.53,vowels_only
p_07-20240606-1014-33.wav,95.48,vowels_only
p_07-20240606-1014-34.wav,258.91,vowels_only
p_07-20240606-1014-35.wav,97.96,vowels_only
p_07-20240606-1014-36.wav,122.44,vowels_only
p_07-20240606-1014-37.wav,125.04,vowels_only
p_07-20240606-1014-38.wav,209.11,vowels_only
p_07-20240606-1014-39.wav,128.52,vowels_only
p_07-20240606-1014-40.wav,166.55,vowels_only
p_07-20240606-1014-41.wav,183.94,vowels_only
p_07-20240606-1014-42.wav,277.45,vowels_only
p_07-20240606-1014-43.wav,146.54,vowels_only
p_07-20240606-1014-44.wav,162.92,vowels_only
p_07-20240606-1014-45.wav,227.08,vowels_only
p_07-20240606-1014-46.wav,99.55,vowels_only
p_07-20240606-1014-47.wav,164.62,vowels_only
p_07-20240606-1014-48.wav,100.12,vowels_only
p_07-20240606-1014-49.wav,121.23,vowels_only
p_07-20240606-1014-50.wav,114,vowels_only
p_07-20240606-1014-51.wav,205.33,vowels_only
p_07-20240606-1014-52.wav,90.91,vowels_only
p_07-20240606-1014-53.wav,142.84,vowels_only
p_07-20240606-1014-54.wav,202.39,vowels_only
p_07-20240606-1014-55.wav,99.48,vowels_only
p_07-20240606-1014-56.wav,182.21,vowels_only
p_07-20240606-1014-57.wav,133.41,vowels_only
p_07-20240606-1014-58.wav,93.59,vowels_only
p_07-20240606-1014-59.wav,94.58,vowels_only
p_07-20240606-1014-60.wav,182.82,vowels_only
p_07-20240606-1014-61.wav,98.6,vowels_only
p_07-20240606-1014-62.wav,103.59,vowels_only
p_07-20240606-1014-63.wav,204.22,vowels_only
p_07-20240606-1014-64.wav,238.08,vowels_only
p_07-20240606-1029-01.wav,136.89,vowel_and_t
p_07-20240606-1029-02.wav,148.31,vowel_and_t
p_07-20240606-1029-03.wav,101.14,vowel_and_t
p_07-20240606-1029-04.wav,123.58,vowel_and_t
p_07-20240606-1029-05.wav,112.39,vowel_and_t
p_07-20240606-1029-06.wav,170.2,vowel_and_t
p_07-20240606-1029-07.wav,156.25,vowel_and_t
p_07-20240606-1029-08.wav,121.57,vowel_and_t
p_07-20240606-1029-09.wav,101.11,vowel_and_t
p_07-20240606-1029-10.wav,100.16,vowel_and_t
p_07-20240606-1029-11.wav,124.65,vowel_and_t
p_07-20240606-1029-12.wav,132.55,vowel_and_t
p_07-20240606-1029-13.wav,103.71,vowel_and_t
p_07-20240606-1029-14.wav,102.25,vowel_and_t
p_07-20240606-1029-15.wav,184.54,vowel_and_t
p_07-20240606-1029-16.wav,181.85,vowel_and_t
p_07-20240606-1029-17.wav,108.46,vowel_and_t
p_07-20240606-1029-18.wav,145.94,vowel_and_t
p_07-20240606-1029-19.wav,123.14,vowel_and_t
p_07-20240606-1029-20.wav,118.04,vowel_and_t
p_07-20240606-1029-21.wav,141.36,vowel_and_t
p_07-20240606-1029-22.wav,137.34,vowel_and_t
p_07-20240606-1029-23.wav,140.73,vowel_and_t
p_07-20240606-1029-24.wav,128.33,vowel_and_t
p_07-20240606-1029-25.wav,166.5,vowel_and_t
p_07-20240606-1029-26.wav,107.88,vowel_and_t
p_07-20240606-1029-27.wav,105.29,vowel_and_t
p_07-20240606-1029-28.wav,173.25,vowel_and_t
p_07-20240606-1029-29.wav,136.32,vowel_and_t
p_07-20240606-1029-30.wav,129.19,vowel_and_t
p_07-20240606-1029-31.wav,128.17,vowel_and_t
p_07-20240606-1029-32.wav,106.13,vowel_and_t
p_07-20240606-1029-33.wav,105.59,vowel_and_t
p_07-20240606-1029-34.wav,197.29,vowel_and_t
p_07-20240606-1029-35.wav,133.56,vowel_and_t
p_07-20240606-1029-36.wav,108.66,vowel_and_t
p_07-20240606-1029-37.wav,119.89,vowel_and_t
p_07-20240606-1029-38.wav,105.63,vowel_and_t
p_07-20240606-1029-39.wav,164.82,vowel_and_t
p_07-20240606-1029-40.wav,108.36,vowel_and_t
p_07-20240606-1029-41.wav,164.21,vowel_and_t
p_07-20240606-1029-42.wav,107.93,vowel_and_t
p_07-20240606-1029-43.wav,102.84,vowel_and_t
p_07-20240606-1029-44.wav,155.75,vowel_and_t
p_07-20240606-1029-45.wav,144.57,vowel_and_t
p_07-20240606-1029-46.wav,126.25,vowel_and_t
p_07-20240606-1029-47.wav,104.07,vowel_and_t
p_07-20240606-1029-48.wav,103.47,vowel_and_t
p_07-20240606-1029-49.wav,108.77,vowel_and_t
p_07-20240606-1029-50.wav,106.37,vowel_and_t
p_07-20240606-1029-51.wav,109.59,vowel_and_t
p_07-20240606-1029-52.wav,116.23,vowel_and_t
p_07-20240606-1029-53.wav,99.58,vowel_and_t
p_07-20240606-1029-54.wav,134.06,vowel_and_t
p_07-20240606-1029-55.wav,105.81,vowel_and_t
p_07-20240606-1029-56.wav,112.45,vowel_and_t
p_07-20240606-1029-57.wav,106.12,vowel_and_t
p_07-20240606-1029-58.wav,101.14,vowel_and_t
p_07-20240606-1029-59.wav,103.55,vowel_and_t
p_07-20240606-1029-60.wav,104.49,vowel_and_t
p_07-20240606-1029-61.wav,104.54,vowel_and_t
p_07-20240606-1029-62.wav,101.47,vowel_and_t
p_07-20240606-1029-63.wav,163.26,vowel_and_t
p_07-20240606-1029-64.wav,140.56,vowel_and_t
p_07-20240606-1029-65.wav,122.07,vowel_and_t
p_07-20240606-1029-66.wav,216,vowel_and_t
p_07-20240606-1029-67.wav,162.25,vowel_and_t
p_07-20240606-1029-68.wav,99.55,vowel_and_t
p_07-20240606-1029-69.wav,123.21,vowel_and_t
p_07-20240606-1029-70.wav,139.43,vowel_and_t
p_07-20240606-1029-71.wav,127.04,vowel_and_t
p_07-20240606-1029-72.wav,191.78,vowel_and_t
p_07-20240606-1029-73.wav,125.99,vowel_and_t
p_07-20240606-1029-74.wav,101.06,vowel_and_t
p_07-20240606-1029-75.wav,103.33,vowel_and_t
p_07-20240606-1029-76.wav,120.71,vowel_and_t
p_07-20240606-1029-77.wav,159.6,vowel_and_t
p_07-20240606-1029-78.wav,100.87,vowel_and_t
p_07-20240606-1029-79.wav,153.86,vowel_and_t
p_07-20240606-1029-80.wav,137.28,vowel_and_t
p_07-20240606-1029-81.wav,102.69,vowel_and_t
p_07-20240606-1029-82.wav,165.09,vowel_and_t
p_07-20240606-1029-83.wav,97.97,vowel_and_t
p_07-20240606-1029-84.wav,100.62,vowel_and_t
p_07-20240606-1029-85.wav,110.45,vowel_and_t
p_07-20240606-1029-86.wav,96.06,vowel_and_t
p_07-20240606-1029-87.wav,132.93,vowel_and_t
p_07-20240606-1029-88.wav,98.79,vowel_and_t
p_07-20240606-1029-89.wav,129.19,vowel_and_t
p_07-20240606-1029-90.wav,118.16,vowel_and_t
p_07-20240606-1029-91.wav,140.3,vowel_and_t
p_08-20240607-1409-01.wav,127.88,vowels_only
p_08-20240607-1409-02.wav,139.86,vowels_only
p_08-20240607-1409-03.wav,216.96,vowels_only
p_08-20240607-1409-04.wav,133.66,vowels_only
p_08-20240607-1409-05.wav,127.62,vowels_only
p_08-20240607-1409-06.wav,118.65,vowels_only
p_08-20240607-1409-07.wav,124.88,vowels_only
p_08-20240607-1409-08.wav,147.15,vowels_only
p_08-20240607-1409-09.wav,234.78,vowels_only
p_08-20240607-1409-10.wav,210.84,vowels_only
p_08-20240607-1409-11.wav,136.85,vowels_only
p_08-20240607-1409-12.wav,123.44,vowels_only
p_08-20240607-1409-13.wav,125.79,vowels_only
p_08-20240607-1409-14.wav,126.32,vowels_only
p_08-20240607-1409-15.wav,126.64,vowels_only
p_08-20240607-1409-16.wav,132.71,vowels_only
p_08-20240607-1409-17.wav,132.31,vowels_only
p_08-20240607-1409-18.wav,172.13,vowels_only
p_08-20240607-1409-19.wav,141.77,vowels_only
p_08-20240607-1409-20.wav,132.31,vowels_only
p_08-20240607-1409-21.wav,127.71,vowels_only
p_08-20240607-1409-22.wav,143.04,vowels_only
p_08-20240607-1409-23.wav,130.9,vowels_only
p_08-20240607-1409-24.wav,143.8,vowels_only
p_08-20240607-1409-25.wav,134.27,vowels_only
p_08-20240607-1409-26.wav,136.57,vowels_only
p_08-20240607-1409-27.wav,139.93,vowels_only
p_08-20240607-1409-28.wav,144.15,vowels_only
p_08-20240607-1409-29.wav,201.89,vowels_only
p_08-20240607-1409-30.wav,139.01,vowels_only
p_08-20240607-1409-31.wav,143.43,vowels_only
p_08-20240607-1409-32.wav,132.78,vowels_only
p_08-20240607-1409-33.wav,233.2,vowels_only
p_08-20240607-1409-34.wav,144.55,vowels_only
p_08-20240607-1409-35.wav,155.61,vowels_only
p_08-20240607-1409-36.wav,132.98,vowels_only
p_08-20240607-1409-37.wav,150.87,vowels_only
p_08-20240607-1409-38.wav,203.66,vowels_only
p_08-20240607-1409-39.wav,219.36,vowels_only
p_08-20240607-1409-40.wav,159.52,vowels_only
p_08-20240607-1409-41.wav,151.17,vowels_only
p_08-20240607-1409-42.wav,276.68,vowels_only
p_08-20240607-1409-43.wav,150.02,vowels_only
p_08-20240607-1409-44.wav,180.3,vowels_only
p_08-20240607-1409-45.wav,171.53,vowels_only
p_08-20240607-1409-46.wav,183.01,vowels_only
p_08-20240607-1409-47.wav,140.85,vowels_only
p_08-20240607-1409-48.wav,153.85,vowels_only
p_08-20240607-1409-49.wav,143.74,vowels_only
p_08-20240607-1409-50.wav,165.85,vowels_only
p_08-20240607-1409-51.wav,155.25,vowels_only
p_08-20240607-1409-52.wav,173.83,vowels_only
p_08-20240607-1409-53.wav,209.34,vowels_only
p_08-20240607-1409-54.wav,291.35,vowels_only
p_08-20240607-1409-55.wav,143.46,vowels_only
p_08-20240607-1409-56.wav,143.68,vowels_only
p_08-20240607-1409-57.wav,151.89,vowels_only
p_08-20240607-1409-58.wav,134.21,vowels_only
p_08-20240607-1409-59.wav,245.94,vowels_only
p_08-20240607-1409-60.wav,148.97,vowels_only
p_08-20240607-1409-61.wav,136.74,vowels_only
p_08-20240607-1409-62.wav,192.27,vowels_only
p_08-20240607-1409-63.wav,135.86,vowels_only
p_08-20240607-1409-64.wav,155.49,vowels_only
p_08-20240607-1419-01.wav,129.15,vowel_and_t
p_08-20240607-1419-02.wav,125.25,vowel_and_t
p_08-20240607-1419-03.wav,123.86,vowel_and_t
p_08-20240607-1419-04.wav,118.02,vowel_and_t
p_08-20240607-1419-05.wav,120.94,vowel_and_t
p_08-20240607-1419-06.wav,127.51,vowel_and_t
p_08-20240607-1419-07.wav,122.17,vowel_and_t
p_08-20240607-1419-08.wav,131.13,vowel_and_t
p_08-20240607-1419-09.wav,122.1,vowel_and_t
p_08-20240607-1419-10.wav,130.89,vowel_and_t
p_08-20240607-1419-11.wav,137.2,vowel_and_t
p_08-20240607-1419-12.wav,123.97,vowel_and_t
p_08-20240607-1419-13.wav,159.17,vowel_and_t
p_08-20240607-1419-14.wav,125.63,vowel_and_t
p_08-20240607-1419-15.wav,124.57,vowel_and_t
p_08-20240607-1419-16.wav,130.31,vowel_and_t
p_08-20240607-1419-17.wav,140.14,vowel_and_t
p_08-20240607-1419-18.wav,132.37,vowel_and_t
p_08-20240607-1419-19.wav,139.43,vowel_and_t
p_08-20240607-1419-20.wav,127.71,vowel_and_t
p_08-20240607-1419-21.wav,123.75,vowel_and_t
p_08-20240607-1419-22.wav,118.7,vowel_and_t
p_08-20240607-1419-23.wav,136.43,vowel_and_t
p_08-20240607-1419-24.wav,128.61,vowel_and_t
p_08-20240607-1419-25.wav,139.87,vowel_and_t
p_08-20240607-1419-26.wav,132.4,vowel_and_t
p_08-20240607-1419-27.wav,123.4,vowel_and_t
p_08-20240607-1419-28.wav,157.65,vowel_and_t
p_08-20240607-1419-29.wav,134.29,vowel_and_t
p_08-20240607-1419-30.wav,142.28,vowel_and_t
p_08-20240607-1419-31.wav,133.32,vowel_and_t
p_08-20240607-1419-32.wav,128.3,vowel_and_t
p_08-20240607-1419-33.wav,131.02,vowel_and_t
p_08-20240607-1419-34.wav,140.97,vowel_and_t
p_08-20240607-1419-35.wav,139.2,vowel_and_t
p_08-20240607-1419-36.wav,151.19,vowel_and_t
p_08-20240607-1419-37.wav,136.14,vowel_and_t
p_08-20240607-1419-38.wav,141,vowel_and_t
p_08-20240607-1419-39.wav,143.35,vowel_and_t
p_08-20240607-1419-40.wav,139.01,vowel_and_t
p_08-20240607-1419-41.wav,142.56,vowel_and_t
p_08-20240607-1419-42.wav,150.31,vowel_and_t
p_08-20240607-1419-43.wav,161.04,vowel_and_t
p_08-20240607-1419-44.wav,155.27,vowel_and_t
p_08-20240607-1419-45.wav,146.98,vowel_and_t
p_08-20240607-1419-46.wav,137.83,vowel_and_t
p_08-20240607-1419-47.wav,128.6,vowel_and_t
p_08-20240607-1419-48.wav,140.21,vowel_and_t
p_08-20240607-1419-49.wav,142.84,vowel_and_t
p_08-20240607-1419-50.wav,137.9,vowel_and_t
p_08-20240607-1419-51.wav,163.98,vowel_and_t
p_08-20240607-1419-52.wav,127.9,vowel_and_t
p_08-20240607-1419-53.wav,134.74,vowel_and_t
p_08-20240607-1419-54.wav,128.91,vowel_and_t
p_08-20240607-1419-55.wav,140.07,vowel_and_t
p_08-20240607-1419-56.wav,139.19,vowel_and_t
p_08-20240607-1419-57.wav,136.36,vowel_and_t
p_08-20240607-1419-58.wav,141.11,vowel_and_t
p_08-20240607-1419-59.wav,128.62,vowel_and_t
p_08-20240607-1419-60.wav,134.79,vowel_and_t
p_08-20240607-1419-61.wav,137.22,vowel_and_t
p_08-20240607-1419-62.wav,131.24,vowel_and_t
p_08-20240607-1419-63.wav,129.54,vowel_and_t
p_08-20240607-1419-64.wav,164.07,vowel_and_t
p_08-20240607-1419-65.wav,181.85,vowel_and_t
p_08-20240607-1419-66.wav,130.18,vowel_and_t
p_08-20240607-1419-67.wav,126.76,vowel_and_t
p_08-20240607-1419-68.wav,134.04,vowel_and_t
p_08-20240607-1419-69.wav,125.55,vowel_and_t
p_08-20240607-1419-70.wav,130.39,vowel_and_t
p_08-20240607-1419-71.wav,134.44,vowel_and_t
p_08-20240607-1419-72.wav,129.93,vowel_and_t
p_08-20240607-1419-73.wav,137.79,vowel_and_t
p_08-20240607-1419-74.wav,123.28,vowel_and_t
p_08-20240607-1419-75.wav,137.64,vowel_and_t
p_08-20240607-1419-76.wav,139.15,vowel_and_t
p_08-20240607-1419-77.wav,125.36,vowel_and_t
p_08-20240607-1419-78.wav,152.77,vowel_and_t
p_08-20240607-1419-79.wav,128.67,vowel_and_t
p_08-20240607-1419-80.wav,137.67,vowel_and_t
p_08-20240607-1419-81.wav,157.45,vowel_and_t
p_08-20240607-1419-82.wav,133.85,vowel_and_t
p_08-20240607-1419-83.wav,132.35,vowel_and_t
p_08-20240607-1419-84.wav,131.96,vowel_and_t
p_08-20240607-1419-85.wav,132.53,vowel_and_t
p_08-20240607-1419-86.wav,133.34,vowel_and_t
p_08-20240607-1419-87.wav,132.36,vowel_and_t
p_08-20240607-1419-88.wav,123.43,vowel_and_t
p_08-20240607-1419-89.wav,143.39,vowel_and_t
p_08-20240607-1419-90.wav,128.19,vowel_and_t
p_08-20240607-1419-91.wav,149.73,vowel_and_t
